MA,FA,Cs,Pb,Sn,Other,I,Br,Gap,Po,ETL,HTL,Ne,Add_O,Add_I,Add_H,Step,Solvent,Coated1_v,Coated1_t,Coated2_v,Coated2_t,Antisolvent,Anneal_T,Anneal_t,Jsc,Voc,FF,PCE
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.01,1.282,0.75,11.55
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,11.93,1.265,0.7,10.56
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,11.87,1.247,0.74,10.95
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.15,1.287,0.77,12.04
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.56,1.243,0.74,12.52
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.06,1.246,0.75,12.2
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.16,1.248,0.74,12.15
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.47,1.211,0.74,12.07
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.89,1.246,0.75,12.05
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.26,1.204,0.75,11.97
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.93,1.225,0.75,11.88
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.08,1.226,0.74,11.87
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.4,1.24,0.71,11.8
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.5,1.22,0.72,11.79
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.4,1.26,0.75,11.7
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.99,1.235,0.72,11.55
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.03,1.227,0.72,11.51
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.38,1.245,0.69,11.45
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.43,1.245,0.69,11.45
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.23,1.199,0.74,11.29
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.54,1.217,0.73,11.13
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.52,1.222,0.73,11.09
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.18,1.225,0.74,11.01
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.6,1.149,0.7,10.94
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.2,1.18,0.7,10.9
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.44,1.22,0.66,10.78
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.5,1.185,0.72,10.7
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.77,1.22,0.69,10.7
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,13.01,1.26,0.64,10.54
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.48,1.265,0.66,10.42
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.7,1.23,0.67,10.4
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,11.8,1.242,0.69,10.12
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.11,1.252,0.67,10.1
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,11.85,1.243,0.69,10.09
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,11.88,1.244,0.66,9.7
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,10.17,1.315,0.7,9.38
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,11.8,1.269,0.63,9.37
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.333333333,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,9.91,1.296,0.71,9.12
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.58,1.256,0.77,12.17
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,12.2,1.275,0.78,12
0,0,1,1,0,0,0.666666667,0.333333333,0.726235741,0,0.666666667,0.333333333,0.666666667,0,0,0,0.5,0.75,0.625,0.333333333,0,0,0,0.8,0.066666667,11.64,1.283,0.79,11.8
0,0,1,0,1,0,1,0,0.494296578,0,0.333333333,1,0.333333333,0,1,1,0.5,0.75,0.3125,0.666666667,0,0,0,0.285714286,0.222222222,24.06,0.2918,0.3402,2.39
0,0,1,0,1,0,1,0,0.479087452,0,0.333333333,1,0.333333333,0,1,1,0.5,0.75,0.3125,0.666666667,0,0,0,0.285714286,0.222222222,12.14,0.2436,0.4144,1.23
0,1,0,0,1,0,1,0,0.532319392,0,0.333333333,1,0.333333333,0,1,1,0.5,0.75,0.3125,0.666666667,0,0,0,0.285714286,0.222222222,17.17,0.3101,0.4595,2.45
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,19.4,0.494,0.64,6.1
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,20,0.474,0.648,6.1
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,20.3,0.468,0.655,6.2
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,21.4,0.488,0.613,6.4
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,21.2,0.483,0.666,6.8
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,20.5,0.485,0.671,6.7
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,20.8,0.481,0.632,6.3
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,21.1,0.485,0.63,6.4
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,20.4,0.483,0.634,6.3
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,20.7,0.492,0.644,6.6
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,20.9,0.488,0.693,7.1
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,19.7,0.49,0.648,6.2
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,19.5,0.497,0.678,6.6
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,20.3,0.489,0.686,6.8
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,20.9,0.486,0.643,6.5
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,19.8,0.471,0.68,6.3
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,21.3,0.476,0.612,6.2
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,17.4,0.536,0.715,6.7
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,18,0.538,0.704,6.8
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,18,0.538,0.699,6.8
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,18,0.536,0.701,6.8
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,19,0.545,0.61,6.3
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,19,0.545,0.665,6.9
0,1,0,0,1,0,1,0,0.547528517,1,1,0.666666667,0.666666667,1,0,1,0.5,0.5,0.625,1,0,0,1,0.2,0.111111111,18.7,0.547,0.609,6.2
0,1,0,1,0,0,1,0,0.580988593,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.428571429,0.111111111,22.42,0.94,0.5844,12.31
0,1,0,1,0,0,1,0,0.580988593,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.428571429,0.111111111,22.46,0.9,0.5556,11.31
0,0.95,0.05,1,0,0,1,0,0.583269962,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.428571429,0.111111111,21.66,0.94,0.6337,12.94
0,0.95,0.05,1,0,0,1,0,0.583269962,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.428571429,0.111111111,21.69,0.93,0.5852,11.79
0,0.9,0.1,1,0,0,1,0,0.591634981,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.428571429,0.111111111,21.8,0.99,0.7167,15.4
0,0.9,0.1,1,0,0,1,0,0.591634981,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,0,0.428571429,0.111111111,21.87,0.92,0.6769,13.69
0,0.85,0.15,1,0,0,1,0,0.595057034,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.285714286,0.111111111,21.55,1.01,0.7213,15.75
0,0.85,0.15,1,0,0,1,0,0.595057034,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.285714286,0.111111111,21.51,0.98,0.6439,13.55
0,0.8,0.2,1,0,0,1,0,0.598859316,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.285714286,0.111111111,21.73,1.03,0.7237,16.18
0,0.8,0.2,1,0,0,1,0,0.598859316,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.285714286,0.111111111,21.51,0.97,0.6442,13.45
0,0.75,0.25,1,0,0,1,0,0.600380228,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.285714286,0.111111111,20.83,1.01,0.7463,15.68
0,0.75,0.25,1,0,0,1,0,0.600380228,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.285714286,0.111111111,20.74,0.99,0.6636,13.68
0,0.7,0.3,1,0,0,1,0,0.601520913,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.285714286,0.111111111,20.33,1.03,0.7248,15.21
0,0.7,0.3,1,0,0,1,0,0.601520913,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.75,0.5,0.666666667,0,0,1,0.285714286,0.111111111,20.46,1.02,0.662,13.81
0,0.8,0.2,1,0,0,1,0,0.598859316,0,0.666666667,0.333333333,0.333333333,0,1,0,0.5,0.75,0.5,0.666666667,0,0,1,0.285714286,0.111111111,21.65,1.03,0.7468,16.68
0,0.8,0.2,1,0,0,1,0,0.598859316,0,0.666666667,0.333333333,0.333333333,0,1,0,0.5,0.75,0.5,0.666666667,0,0,1,0.285714286,0.111111111,21.6,0.99,0.7254,15.56
1,0,0,1,0,0,1,0,0.608365019,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.625,0.333333333,0,0,0,0.285714286,0.111111111,12.88,0.622,0.3662,2.94
1,0,0,1,0,0,1,0,0.614068441,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.625,0.333333333,0,0,0,0,0,18.17,0.82,0.3329,4.74
1,0,0,1,0,0,1,0,0.600760456,0,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.25,0.625,0.333333333,0,0,0,0.285714286,0.111111111,17.57,0.698,0.4488,5.63
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.714285714,0.055555556,3.62,1.28,0.73,3.37
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.714285714,0.055555556,6.89,1.49,0.79,8.11
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.714285714,0.055555556,5.98,1.25,0.67,5.02
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0,0,0,0,0.75,0.25,0.333333333,0,0,0,0.714285714,0.055555556,5.38,1.29,0.71,4.92
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0,0,0,0,0.75,0.25,0.333333333,0,0,0,0.714285714,0.055555556,5.23,1.31,0.73,4.97
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0,0,0,0,0.75,0.25,0.333333333,0,0,0,0.714285714,0.055555556,5.38,1.3,0.65,4.54
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0,0,0,0,0.75,0.25,0.333333333,0,0,0,0.714285714,0.055555556,5.01,1.33,0.69,4.59
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.714285714,0.055555556,6.98,1.42,0.77,7.58
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.714285714,0.055555556,5.91,1.31,0.77,5.94
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.714285714,0.055555556,5.88,1.35,0.77,6.09
0,0,1,1,0,0,0,1,0.878326996,0,0.333333333,0,1,0,0,0,0.5,0.75,0.25,0.333333333,0,0,0,0.714285714,0.055555556,6.24,1.25,0.79,6.14
1,0,0,0.75,0.25,0,1,0,0.448669202,0,1,0.666666667,0.666666667,0,0,0,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.342857143,0.222222222,20.29,0.944,0.7111,13.61
1,0,0,0.75,0.25,0,1,0,0.448669202,0,1,0.666666667,0.666666667,0,0,0,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.342857143,0.222222222,19.86,0.941,0.7102,13.3
1,0,0,0.75,0.25,0,1,0,0.448669202,0,1,0.666666667,0.666666667,0,0,0,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.342857143,0.222222222,20.65,0.9578,0.7416,14.67
1,0,0,0.75,0.25,0,1,0,0.448669202,0,1,0.666666667,0.666666667,0,0,0,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.342857143,0.222222222,20.24,0.9578,0.733,14.21
1,0,0,1,0,0,1,0,0.593155894,0,1,0.666666667,0.666666667,0,0,0,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.4,0.222222222,22.82,0.757,0.709,12.25
1,0,0,1,0,0,1,0,0.593155894,0,1,0.666666667,0.666666667,0,0,0,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.4,0.222222222,22.35,0.759,0.7448,12.63
1,0,0,1,0,0,1,0,0.593155894,0,1,0.666666667,0.666666667,0,0,0,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.4,0.222222222,23.87,0.7454,0.7474,13.3
1,0,0,1,0,0,1,0,0.593155894,0,1,0.666666667,0.666666667,0,0,0,1,0.75,0.625,0.333333333,0.666666667,0.5,0,0.4,0.222222222,23.8,0.7454,0.7856,13.93
1,0,0,1,0,0,1,0,0.6121673,1,1,0.666666667,0.666666667,1,0,0,1,1,0.125,0.166666667,0.666666667,0.75,1,0.285714286,0.111111111,19.6,0.92,0.78,14.07
1,0,0,0.75,0.25,0,1,0,0.524714829,1,1,0.666666667,0.666666667,1,0,0,1,1,0.125,0.166666667,0.666666667,0.75,1,0.285714286,0.111111111,22.44,0.82,0.78,14.35
1,0,0,0.5,0.5,0,1,0,0.494296578,1,1,0.666666667,0.666666667,1,0,0,1,1,0.125,0.166666667,0.666666667,0.75,1,0.285714286,0.111111111,11.07,0.52,0.64,3.68
1,0,0,0.25,0.75,0,1,0,0.482889734,1,1,0.666666667,0.666666667,1,0,0,1,1,0.125,0.166666667,0.666666667,0.75,1,0.285714286,0.111111111,11.12,0.36,0.59,2.36
1,0,0,0,1,0,1,0,0.513307985,1,1,0.666666667,0.666666667,1,0,0,1,1,0.125,0.166666667,0.666666667,0.75,0,0.285714286,0.111111111,4.52,0.15,0.38,0.26
0.75,0.25,0,0.75,0.25,0,1,0,0.509505703,1,1,0.666666667,0.666666667,1,0,0,1,1,0.125,0.166666667,0.666666667,0.75,1,0.285714286,0.111111111,22.52,0.8,0.77,13.87
0.5,0.5,0,0.75,0.25,0,1,0,0.505703422,1,1,0.666666667,0.666666667,1,0,0,1,1,0.125,0.166666667,0.666666667,0.75,1,0.285714286,0.111111111,23.03,0.78,0.79,14.19
0.25,0.75,0,0.75,0.25,0,1,0,0.505703422,1,1,0.666666667,0.666666667,1,0,0,1,1,0.125,0.166666667,0.666666667,0.75,1,0.285714286,0.111111111,16.55,0.7,0.65,7.53
0,1,0,0.75,0.25,0,1,0,0.498098859,1,1,0.666666667,0.666666667,1,0,0,1,1,0.125,0.166666667,0.666666667,0.75,1,0.285714286,0.111111111,18.08,0.75,0.54,7.32
0.9,0,0.1,1,0,0,1,0,0.6121673,1,1,0.666666667,0.666666667,0,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,1,0.285714286,0.111111111,18.57,1,0.744,13.81
0.9,0,0.1,0.75,0.25,0,1,0,0.52851711,1,1,0.666666667,0.666666667,0,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,1,0.285714286,0.111111111,22.8,0.84,0.76,14.55
0.9,0,0.1,0.5,0.5,0,1,0,0.486692015,1,1,0.666666667,0.666666667,0,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,1,0.285714286,0.111111111,23.32,0.7,0.617,10.07
0.9,0,0.1,0.25,0.75,0,1,0,0.479087452,1,1,0.666666667,0.666666667,0,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,1,0.285714286,0.111111111,21.84,0.48,0.609,6.38
0.9,0,0.1,0,1,0,1,0,0.536121673,1,1,0.666666667,0.666666667,0,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,1,0.285714286,0.111111111,4.53,0.2,0.364,0.33
1,0,0,0,1,0,1,0,0.501901141,1,1,0.666666667,0.666666667,0,0,0,1,1,0.125,0.166666667,0.666666667,0.666666667,1,0.285714286,0.111111111,18.65,0.62,0.55,6.36
0.8,0,0.2,0.5,0.5,0,1,0,0.501901141,1,1,0.666666667,0.666666667,0,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,1,0.285714286,0.111111111,20.58,0.6,0.607,7.5
0.7,0,0.3,0.5,0.5,0,1,0,0.501901141,1,1,0.666666667,0.666666667,0,1,1,1,1,0.125,0.166666667,0.666666667,0.666666667,1,0.285714286,0.111111111,14.96,0.39,0.504,2.94
0,0,1,1,0,0,0.666666667,0.333333333,0.714828897,0,1,1,0.666666667,0,0,0,1,0.75,0.125,0.055555556,0.5,0.5,0,0.457142857,0.055555556,25.45,1.14,0.8011,14.1
0,0,1,1,0,0,0.666666667,0.333333333,0.714828897,0,1,1,0.666666667,1,1,0,1,0.75,0.125,0.055555556,0.5,0.5,0,0.457142857,0.055555556,15.83,1.23,0.8298,16.13
0,0,1,1,0,0,0.666666667,0.333333333,0.714828897,0,1,1,0.666666667,0,0,0,1,0.75,0.125,0.055555556,0.5,0.5,0,0.457142857,0.055555556,15.39,1.13,0.8009,13.93
0,0,1,1,0,0,0.666666667,0.333333333,0.714828897,0,1,1,0.666666667,1,1,0,1,0.75,0.125,0.055555556,0.5,0.5,0,0.457142857,0.055555556,15.55,1.152,0.8079,14.47
0,0,1,1,0,0,0.666666667,0.333333333,0.714828897,0,1,1,0.666666667,1,1,0,1,0.75,0.125,0.055555556,0.5,0.5,0,0.457142857,0.055555556,15.83,1.228,0.8296,16.13
0,0,1,1,0,0,0.666666667,0.333333333,0.714828897,0,1,1,0.666666667,1,1,0,1,0.75,0.125,0.055555556,0.5,0.5,0,0.457142857,0.055555556,15.64,1.191,0.8187,15.25
1,0,0,1,0,0,1,0,0.570342205,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.25,0.25,0.166666667,0,0,0,0.2,0.333333333,20.98,0.985,0.655,13.54
1,0,0,1,0,0,1,0,0.570342205,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.25,0.25,0.166666667,0,0,0,0.2,0.333333333,20.9,0.99,0.65,13.5
1,0,0,1,0,0,1,0,0.570342205,0,0.666666667,0.333333333,0.333333333,0,0,0,0.5,0.25,0.25,0.166666667,0,0,0,0.2,0.333333333,18.6,1.01,0.61,12.1
1,0,0,1,0,0,1,0,0.570342205,0,1,0.666666667,0.666666667,1,0,0,1,0.75,0.625,0.333333333,0.833333333,0.5,0,0.4,0.222222222,19.97,0.95,0.78,14.83
1,0,0,0.75,0.25,0,1,0,0.463878327,0,1,0.666666667,0.666666667,1,0,0,1,0.75,0.625,0.333333333,0.833333333,0.5,0,0.342857143,0.222222222,14.01,0.73,0.78,14.01
1,0,0,0.5,0.5,0,1,0,0.448669202,1,1,0.666666667,0.666666667,0,0,0,1,0.25,0.75,0.666666667,0.416666667,0.5,0,0.314285714,0.5,26.3,0.75,0.688,13.6
1,0,0,0.5,0.5,0,1,0,0.448669202,1,1,0.666666667,0.666666667,0,0,0,1,0.25,0.75,0.666666667,0.416666667,0.5,0,0.314285714,0.5,24.9,0.75,0.659,12.3
1,0,0,0.5,0.5,0,1,0,0.448669202,1,1,0.666666667,0.666666667,0,0,0,1,0.25,0.75,0.666666667,0.416666667,0.5,0,0.314285714,0.5,25.2,0.74,0.653,12.2
1,0,0,1,0,0,1,0,0.570342205,0,0.333333333,1,0.333333333,0,0,0,0.5,0.25,0.75,0.666666667,0,0,0,0.2,0.333333333,19.76,0.963,0.698,13.28
